sys_created_on,opened_at,closed_at,Assigned to,assignment_group,business_duration,Closed_by,number,Opened_by,Request,state,sys_updated_on,approval,Working_Turn_Around_Days
11/04/2023,11/04/2023,17/04/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0223321,,SR_Req_0944071,Closed Complete,17/04/2023,Not Yet Requested,4
12/04/2023,12/04/2023,17/04/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0223428,,SR_Req_0944413,Closed Complete,17/04/2023,Not Yet Requested,4
13/04/2023,13/04/2023,24/04/2023,HR Officer #6,OH&S Team,56,Procurement Specialist #4,SubTask_0223667,,SR_Req_0944984,Closed Complete,24/04/2023,Rejected,8
13/04/2023,13/04/2023,19/04/2023,Procurement Specialist #4,Procurement Operations Team,6.916666667,Procurement Specialist #4,SubTask_0223668,,SR_Req_0944984,Closed Complete,19/04/2023,Not Yet Requested,5
14/04/2023,14/04/2023,17/04/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0223794,,SR_Req_0945367,Closed Complete,17/04/2023,Not Yet Requested,2
14/04/2023,14/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,22.93333333,Procurement Specialist #4,SubTask_0223840,,SR_Req_0945516,Closed Complete,24/04/2023,Not Yet Requested,7
14/04/2023,14/04/2023,18/04/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0223841,,SR_Req_0945519,Closed Complete,18/04/2023,Not Yet Requested,3
15/04/2023,15/04/2023,21/04/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0223844,,SR_Req_0945552,Closed Complete,21/04/2023,Not Yet Requested,5
15/04/2023,15/04/2023,19/04/2023,Procurement Specialist #4,Procurement Operations Team,23.88333333,Procurement Specialist #4,SubTask_0223845,,SR_Req_0945553,Closed Complete,19/04/2023,Not Yet Requested,3
17/04/2023,17/04/2023,20/04/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #2,SubTask_0223847,,SR_Req_0945606,Closed Complete,20/04/2023,Not Yet Requested,4
17/04/2023,17/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0223907,,SR_Req_0945852,Closed Complete,24/04/2023,Not Yet Requested,6
17/04/2023,17/04/2023,17/04/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0223915,,SR_Req_0945885,Closed Complete,17/04/2023,Not Yet Requested,1
17/04/2023,17/04/2023,24/04/2023,Category Manager #2,Category Management Team,16,Procurement Specialist #4,SubTask_0223917,Procurement Specialist #4,SR_Req_0945885,Closed Complete,24/04/2023,Not Yet Requested,6
17/04/2023,17/04/2023,21/04/2023,Category Manager #3,Category Management Team,8,Procurement Specialist #4,SubTask_0223931,Procurement Specialist #4,SR_Req_0943340,Closed Complete,21/04/2023,Not Yet Requested,5
17/04/2023,17/04/2023,17/04/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0223933,,SR_Req_0945964,Closed Complete,17/04/2023,Not Yet Requested,1
17/04/2023,17/04/2023,29/06/2023,Category Manager #1,Category Management Team,424,Procurement Specialist #5,SubTask_0223939,Procurement Specialist #4,SR_Req_0941404,Closed Complete,29/06/2023,Not Yet Requested,52
17/04/2023,17/04/2023,2/05/2023,Category Manager #3,Category Management Team,88,Procurement Specialist #4,SubTask_0223949,Procurement Specialist #4,SR_Req_0943153,Closed Complete,2/05/2023,Not Yet Requested,11
18/04/2023,18/04/2023,19/04/2023,Procurement Specialist #4,Procurement Operations Team,8.533333333,Procurement Specialist #4,SubTask_0223993,,SR_Req_0946232,Closed Complete,19/04/2023,Not Yet Requested,2
18/04/2023,18/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,10.06666667,Procurement Specialist #4,SubTask_0223995,,SR_Req_0946237,Closed Complete,24/04/2023,Not Yet Requested,5
18/04/2023,18/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,8.166666667,Procurement Specialist #4,SubTask_0224029,,SR_Req_0946343,Closed Complete,24/04/2023,Not Yet Requested,5
18/04/2023,18/04/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,149.7666667,Procurement Specialist #4,SubTask_0224032,,SR_Req_0946381,Closed Complete,15/05/2023,Not Yet Requested,19
18/04/2023,18/04/2023,4/05/2023,HR Officer #1,OH&S Team,95.18333333,Procurement Specialist #4,SubTask_0224179,,SR_Req_0946667,Closed Complete,4/05/2023,Approved,12
18/04/2023,18/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,6.916666667,Procurement Specialist #4,SubTask_0224181,Procurement Specialist #4,SR_Req_0945516,Closed Complete,24/04/2023,Not Yet Requested,5
18/04/2023,18/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0224190,,SR_Req_0946750,Closed Complete,24/04/2023,Not Yet Requested,5
18/04/2023,18/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0224191,,SR_Req_0946751,Closed Complete,24/04/2023,Not Yet Requested,5
19/04/2023,19/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0224287,,SR_Req_0947112,Closed Complete,24/04/2023,Not Yet Requested,4
20/04/2023,20/04/2023,10/05/2023,Procurement Specialist #4,Procurement Operations Team,120,Procurement Specialist #4,SubTask_0224327,,SR_Req_0947334,Closed Complete,10/05/2023,Not Yet Requested,14
20/04/2023,20/04/2023,5/06/2023,HR Officer #1,OH&S Team,256,Procurement Specialist #4,SubTask_0224386,,SR_Req_0947547,Closed Complete,5/06/2023,Rejected,32
20/04/2023,20/04/2023,2/05/2023,Procurement Specialist #4,Procurement Operations Team,64,Procurement Specialist #4,SubTask_0224406,,SR_Req_0947615,Closed Complete,2/05/2023,Not Yet Requested,8
20/04/2023,20/04/2023,24/04/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0224423,,SR_Req_0947685,Closed Complete,24/04/2023,Not Yet Requested,3
21/04/2023,21/04/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,87.5,Procurement Specialist #4,SubTask_0224553,,SR_Req_0948079,Closed Complete,8/05/2023,Not Yet Requested,11
21/04/2023,21/04/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,80,Procurement Specialist #4,SubTask_0224581,,SR_Req_0948236,Closed Complete,5/05/2023,Not Yet Requested,10
21/04/2023,21/04/2023,2/05/2023,Category Manager #3,Category Management Team,54,Procurement Specialist #4,SubTask_0224588,Procurement Specialist #4,SR_Req_0939898,Closed Complete,2/05/2023,Not Yet Requested,7
21/04/2023,21/04/2023,24/04/2023,Category Manager #2,Category Management Team,8,Procurement Specialist #4,SubTask_0224589,Procurement Specialist #4,SR_Req_0944984,Closed Complete,24/04/2023,Not Yet Requested,2
24/04/2023,24/04/2023,23/06/2023,HR Officer #6,OH&S Team,351.7,Procurement Specialist #4,SubTask_0224657,,SR_Req_0948919,Closed Complete,23/06/2023,Rejected,43
24/04/2023,24/04/2023,24/05/2023,Procurement Specialist #4,Procurement Operations Team,175,Procurement Specialist #4,SubTask_0224658,,SR_Req_0948919,Closed Complete,24/05/2023,Not Yet Requested,22
24/04/2023,24/04/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,72,Procurement Specialist #4,SubTask_0224667,,SR_Req_0948947,Closed Complete,5/05/2023,Not Yet Requested,9
24/04/2023,24/04/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,149.75,Procurement Specialist #4,SubTask_0224686,,SR_Req_0949087,Closed Complete,19/05/2023,Not Yet Requested,19
26/04/2023,26/04/2023,5/06/2023,HR Officer #6,OH&S Team,224,Procurement Specialist #4,SubTask_0224829,,SR_Req_0950610,Closed Complete,5/06/2023,Approved,29
26/04/2023,26/04/2023,4/05/2023,Procurement Specialist #4,Procurement Operations Team,48,Procurement Specialist #4,SubTask_0224831,,SR_Req_0950610,Closed Complete,4/05/2023,Not Yet Requested,7
27/04/2023,27/04/2023,4/05/2023,Category Manager #3,Category Management Team,15.3,Category Manager #3,SubTask_0224946,Procurement Specialist #4,SR_Req_0947489,Closed Complete,5/05/2023,Not Yet Requested,6
27/04/2023,27/04/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,96,Procurement Specialist #4,SubTask_0224971,,SR_Req_0951273,Closed Complete,15/05/2023,Not Yet Requested,13
27/04/2023,27/04/2023,23/05/2023,Procurement Specialist #4,Procurement Operations Team,144,Procurement Specialist #4,SubTask_0224982,,SR_Req_0951331,Closed Complete,23/05/2023,Not Yet Requested,19
27/04/2023,27/04/2023,4/05/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #2,SubTask_0224990,,SR_Req_0951376,Closed Complete,4/05/2023,Not Yet Requested,6
28/04/2023,28/04/2023,16/05/2023,Procurement Specialist #4,Procurement Operations Team,104,Procurement Specialist #4,SubTask_0224992,,SR_Req_0951693,Closed Complete,16/05/2023,Not Yet Requested,13
28/04/2023,28/04/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,90.95,Procurement Specialist #4,SubTask_0225002,,SR_Req_0951697,Closed Complete,19/05/2023,Not Yet Requested,12
28/04/2023,28/04/2023,15/05/2023,HR Officer #1,OH&S Team,86.51666667,Procurement Specialist #4,SubTask_0225021,,SR_Req_0951768,Closed Complete,15/05/2023,Approved,12
28/04/2023,28/04/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,16.71666667,Procurement Specialist #4,SubTask_0225022,,SR_Req_0951768,Closed Complete,5/05/2023,Not Yet Requested,6
28/04/2023,28/04/2023,2/05/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0225093,Procurement Specialist #4,SR_Req_0947685,Closed Complete,2/05/2023,Not Yet Requested,3
1/05/2023,1/05/2023,2/05/2023,Procurement Specialist #4,Procurement Operations Team,6.233333333,Procurement Specialist #4,SubTask_0225199,,SR_Req_0952913,Closed Complete,2/05/2023,Not Yet Requested,2
1/05/2023,1/05/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0225231,,SR_Req_0953094,Closed Complete,5/05/2023,Not Yet Requested,5
1/05/2023,1/05/2023,4/05/2023,Category Manager #3,Category Management Team,23.33333333,Category Manager #3,SubTask_0225238,Procurement Specialist #4,SR_Req_0948928,Closed Complete,4/05/2023,Not Yet Requested,4
1/05/2023,1/05/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0225244,,SR_Req_0953155,Closed Complete,5/05/2023,Not Yet Requested,5
2/05/2023,2/05/2023,6/05/2024,HR Officer #7,OH&S Team,2570.6,HR Officer #7,SubTask_0225347,,SR_Req_0953579,Closed Complete,6/05/2024,Rejected,258
2/05/2023,2/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0225348,,SR_Req_0953579,Closed Complete,8/05/2023,Not Yet Requested,5
2/05/2023,2/05/2023,23/05/2023,HR Officer #1,OH&S Team,120,Procurement Specialist #4,SubTask_0225363,,SR_Req_0953633,Closed Complete,23/05/2023,Rejected,16
2/05/2023,2/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0225364,,SR_Req_0953633,Closed Complete,8/05/2023,Not Yet Requested,5
2/05/2023,2/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0225367,,SR_Req_0953649,Closed Complete,8/05/2023,Not Yet Requested,5
2/05/2023,2/05/2023,5/05/2023,Category Manager #1,Category Management Team,0,Procurement Specialist #4,SubTask_0225412,Procurement Specialist #4,SR_Req_0947615,Closed Complete,5/05/2023,Not Yet Requested,4
2/05/2023,2/05/2023,4/05/2023,Category Manager #1,Category Management Team,16,Procurement Specialist #4,SubTask_0225413,Procurement Specialist #4,SR_Req_0946750,Closed Complete,4/05/2023,Not Yet Requested,3
3/05/2023,3/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,2.15,Procurement Specialist #4,SubTask_0225426,,SR_Req_0953794,Closed Complete,8/05/2023,Not Yet Requested,4
3/05/2023,3/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,0.45,Procurement Specialist #4,SubTask_0225459,,SR_Req_0953899,Closed Complete,8/05/2023,Not Yet Requested,4
3/05/2023,3/05/2023,23/05/2023,HR Officer #1,OH&S Team,112,Procurement Specialist #4,SubTask_0225497,,SR_Req_0954042,Closed Complete,23/05/2023,Rejected,15
3/05/2023,3/05/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0225598,,SR_Req_0954296,Closed Complete,5/05/2023,Not Yet Requested,3
4/05/2023,4/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,96,Procurement Specialist #4,SubTask_0225601,,SR_Req_0954299,Closed Complete,19/05/2023,Not Yet Requested,12
4/05/2023,4/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,88,Procurement Specialist #4,SubTask_0225771,,SR_Req_0954648,Closed Complete,19/05/2023,Not Yet Requested,12
4/05/2023,4/05/2023,16/05/2023,Procurement Specialist #4,Procurement Operations Team,64,Procurement Specialist #4,SubTask_0225779,,SR_Req_0954718,Closed Complete,16/05/2023,Not Yet Requested,9
5/05/2023,5/05/2023,,,Category Management Team,,,SubTask_0225820,Procurement Specialist #4,SR_Req_0948024,Open,15/05/2023,Not Yet Requested,
5/05/2023,5/05/2023,5/05/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0225832,,SR_Req_0955010,Closed Complete,5/05/2023,Not Yet Requested,1
5/05/2023,5/05/2023,25/05/2023,Procurement Specialist #4,Procurement Operations Team,112,Procurement Specialist #4,SubTask_0225851,,SR_Req_0955040,Closed Complete,25/05/2023,Not Yet Requested,15
5/05/2023,5/05/2023,10/05/2023,Category Manager #3,Category Management Team,0,Category Manager #3,SubTask_0225857,Procurement Specialist #4,SR_Req_0945684,Closed Complete,11/05/2023,Not Yet Requested,4
5/05/2023,5/05/2023,12/05/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0225879,,SR_Req_0955148,Closed Complete,12/05/2023,Not Yet Requested,6
8/05/2023,8/05/2023,17/05/2023,Procurement Specialist #4,Procurement Operations Team,56.93333333,Procurement Specialist #4,SubTask_0226000,,SR_Req_0955542,Closed Complete,17/05/2023,Not Yet Requested,8
8/05/2023,8/05/2023,18/07/2023,Category Manager #1,Category Management Team,500.5166667,Procurement Specialist #4,SubTask_0226018,Procurement Specialist #4,SR_Req_0948079,Closed Complete,18/07/2023,Not Yet Requested,51
8/05/2023,8/05/2023,8/05/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0226034,,SR_Req_0955613,Closed Complete,8/05/2023,Not Yet Requested,1
8/05/2023,8/05/2023,10/05/2023,Procurement Specialist #4,Procurement Operations Team,14.65,Procurement Specialist #4,SubTask_0226126,Procurement Specialist #4,SR_Req_0947112,Closed Complete,10/05/2023,Not Yet Requested,3
8/05/2023,8/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,71.53333333,Procurement Specialist #4,SubTask_0226129,,SR_Req_0956055,Closed Complete,19/05/2023,Not Yet Requested,10
9/05/2023,9/05/2023,9/05/2023,Category Manager #5,Category Management Team,0.216666667,Procurement Specialist #4,SubTask_0226204,Procurement Specialist #4,SR_Req_0928117,Closed Complete,9/05/2023,Not Yet Requested,1
9/05/2023,9/05/2023,24/05/2023,Procurement Specialist #4,Procurement Operations Team,88.06666667,Procurement Specialist #4,SubTask_0226207,,SR_Req_0956213,Closed Complete,24/05/2023,Not Yet Requested,12
9/05/2023,9/05/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0226334,,SR_Req_0956769,Closed Complete,15/05/2023,Not Yet Requested,5
10/05/2023,10/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,63.61666667,Procurement Specialist #4,SubTask_0226335,,SR_Req_0956775,Closed Complete,19/05/2023,Not Yet Requested,8
10/05/2023,10/05/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,2.683333333,Procurement Specialist #4,SubTask_0226339,,SR_Req_0956779,Closed Complete,15/05/2023,Not Yet Requested,4
10/05/2023,10/05/2023,10/05/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0226380,,SR_Req_0956933,Closed Complete,10/05/2023,Not Yet Requested,1
10/05/2023,10/05/2023,18/05/2023,Procurement Specialist #4,Procurement Operations Team,48,Procurement Specialist #4,SubTask_0226393,,SR_Req_0956976,Closed Complete,18/05/2023,Not Yet Requested,7
10/05/2023,10/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,55.25,Procurement Specialist #4,SubTask_0226414,,SR_Req_0957074,Closed Complete,19/05/2023,Not Yet Requested,8
10/05/2023,10/05/2023,11/05/2023,Category Manager #1,Category Management Team,8,Procurement Specialist #4,SubTask_0226424,Procurement Specialist #4,SR_Req_0947334,Closed Complete,12/05/2023,Not Yet Requested,2
10/05/2023,10/05/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0226460,,SR_Req_0957196,Closed Complete,15/05/2023,Not Yet Requested,4
11/05/2023,11/05/2023,25/05/2023,Procurement Specialist #4,Procurement Operations Team,87.53333333,Procurement Specialist #4,SubTask_0226515,,SR_Req_0957361,Closed Complete,25/05/2023,Not Yet Requested,11
11/05/2023,11/05/2023,5/06/2023,HR Officer #1,OH&S Team,137.2166667,Procurement Specialist #4,SubTask_0226546,,SR_Req_0957414,Closed Complete,5/06/2023,Approved,18
11/05/2023,11/05/2023,15/05/2023,Procurement Specialist #4,Procurement Operations Team,17.21666667,Procurement Specialist #4,SubTask_0226547,,SR_Req_0957414,Closed Complete,15/05/2023,Not Yet Requested,3
11/05/2023,11/05/2023,25/05/2023,Procurement Specialist #4,Procurement Operations Team,80,Procurement Specialist #4,SubTask_0226609,,SR_Req_0957583,Closed Complete,25/05/2023,Not Yet Requested,11
11/05/2023,11/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,48,Procurement Specialist #4,SubTask_0226642,,SR_Req_0957702,Closed Complete,19/05/2023,Not Yet Requested,7
11/05/2023,11/05/2023,19/05/2023,Procurement Specialist #4,Procurement Operations Team,48,Procurement Specialist #4,SubTask_0226693,,SR_Req_0957871,Closed Complete,19/05/2023,Not Yet Requested,7
11/05/2023,11/05/2023,24/05/2023,HR Officer #5,OH&S Team,72,Procurement Specialist #4,SubTask_0226695,,SR_Req_0957887,Closed Complete,24/05/2023,Rejected,10
