request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_0946667,Finance Operations Team,18/04/2023,4/05/2023,Closed Complete,SubTask_0224179,OH&S Team,Closed Complete,4/05/2023,Approved,Medium Risk
SR_Req_0945516,Procurement Operations Team,14/04/2023,24/04/2023,Closed Incomplete,SubTask_0224181,Procurement Operations Team,Closed Complete,24/04/2023,Not Yet Requested,Medium Risk
SR_Req_0946750,Finance Operations Team,18/04/2023,25/05/2023,Closed Complete,SubTask_0224190,Procurement Operations Team,Closed Complete,24/04/2023,Not Yet Requested,Medium Risk
SR_Req_0946751,Finance Operations Team,18/04/2023,16/05/2023,Closed Complete,SubTask_0224191,Procurement Operations Team,Closed Complete,24/04/2023,Not Yet Requested,Medium Risk
SR_Req_0947112,Finance Operations Team,19/04/2023,12/05/2023,Closed Complete,SubTask_0224287,Procurement Operations Team,Closed Complete,24/04/2023,Not Yet Requested,Medium Risk
SR_Req_0947334,Finance Operations Team,20/04/2023,24/05/2023,Closed Complete,SubTask_0224327,Procurement Operations Team,Closed Complete,10/05/2023,Not Yet Requested,Medium Risk
SR_Req_0947547,Finance Operations Team,20/04/2023,5/06/2023,Closed Complete,SubTask_0224386,OH&S Team,Closed Complete,5/06/2023,Rejected,Medium Risk
SR_Req_0947615,Finance Operations Team,20/04/2023,10/05/2023,Closed Complete,SubTask_0224406,Procurement Operations Team,Closed Complete,2/05/2023,Not Yet Requested,Medium Risk
SR_Req_0947685,Finance Operations Team,20/04/2023,10/05/2023,Closed Complete,SubTask_0224423,Procurement Operations Team,Closed Complete,24/04/2023,Not Yet Requested,Medium Risk
SR_Req_0948079,Finance Operations Team,21/04/2023,27/07/2023,Closed Complete,SubTask_0224553,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,Medium Risk
SR_Req_0948236,Finance Operations Team,21/04/2023,10/05/2023,Closed Complete,SubTask_0224581,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0939898,Finance Operations Team,30/03/2023,3/05/2023,Closed Complete,SubTask_0224588,Category Management Team,Closed Complete,2/05/2023,Not Yet Requested,Low Risk
SR_Req_0944984,Finance Operations Team,13/04/2023,8/05/2023,Closed Complete,SubTask_0224589,Category Management Team,Closed Complete,24/04/2023,Not Yet Requested,High Risk
SR_Req_0948919,Finance Operations Team,24/04/2023,23/06/2023,Closed Complete,SubTask_0224657,OH&S Team,Closed Complete,23/06/2023,Rejected,High Risk
SR_Req_0948919,Finance Operations Team,24/04/2023,23/06/2023,Closed Complete,SubTask_0224658,Procurement Operations Team,Closed Complete,24/05/2023,Not Yet Requested,High Risk
SR_Req_0948947,Finance Operations Team,24/04/2023,30/06/2023,Closed Incomplete,SubTask_0224667,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0949087,Finance Operations Team,24/04/2023,10/07/2023,Closed Incomplete,SubTask_0224686,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0950610,Finance Operations Team,26/04/2023,6/06/2023,Closed Complete,SubTask_0224829,OH&S Team,Closed Complete,5/06/2023,Approved,High Risk
SR_Req_0950610,Finance Operations Team,26/04/2023,6/06/2023,Closed Complete,SubTask_0224831,Procurement Operations Team,Closed Complete,4/05/2023,Not Yet Requested,High Risk
SR_Req_0947489,Finance Operations Team,20/04/2023,10/05/2023,Closed Complete,SubTask_0224946,Category Management Team,Closed Complete,4/05/2023,Not Yet Requested,Low Risk
SR_Req_0951273,Finance Operations Team,27/04/2023,15/06/2023,Closed Incomplete,SubTask_0224971,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951331,Procurement Operations Team,27/04/2023,23/05/2023,Closed Incomplete,SubTask_0224982,Procurement Operations Team,Closed Complete,23/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951376,Procurement Operations Team,27/04/2023,4/05/2023,Closed Complete,SubTask_0224990,Procurement Operations Team,Closed Complete,4/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951693,Finance Operations Team,28/04/2023,23/05/2023,Closed Complete,SubTask_0224992,Procurement Operations Team,Closed Complete,16/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951697,Finance Operations Team,28/04/2023,12/07/2023,Closed Incomplete,SubTask_0225002,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951768,Finance Operations Team,28/04/2023,15/05/2023,Closed Complete,SubTask_0225021,OH&S Team,Closed Complete,15/05/2023,Approved,High Risk
SR_Req_0951768,Finance Operations Team,28/04/2023,15/05/2023,Closed Complete,SubTask_0225022,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,High Risk
SR_Req_0947685,Finance Operations Team,20/04/2023,10/05/2023,Closed Complete,SubTask_0225093,Procurement Operations Team,Closed Complete,2/05/2023,Not Yet Requested,Medium Risk
SR_Req_0952913,Finance Operations Team,1/05/2023,5/05/2023,Closed Complete,SubTask_0225199,Procurement Operations Team,Closed Complete,2/05/2023,Not Yet Requested,Medium Risk
SR_Req_0953094,Finance Operations Team,1/05/2023,18/05/2023,Closed Complete,SubTask_0225231,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0948928,Finance Operations Team,24/04/2023,23/05/2023,Closed Complete,SubTask_0225238,Category Management Team,Closed Complete,4/05/2023,Not Yet Requested,Low Risk
SR_Req_0953155,Finance Operations Team,1/05/2023,10/05/2023,Closed Complete,SubTask_0225244,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0953579,Procurement Operations Team,2/05/2023,16/06/2023,Closed Incomplete,SubTask_0225347,OH&S Team,Closed Complete,6/05/2024,Rejected,High Risk
SR_Req_0953579,Procurement Operations Team,2/05/2023,16/06/2023,Closed Incomplete,SubTask_0225348,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,High Risk
SR_Req_0953633,Procurement Operations Team,2/05/2023,23/05/2023,Closed Complete,SubTask_0225363,OH&S Team,Closed Complete,23/05/2023,Rejected,High Risk
SR_Req_0953633,Procurement Operations Team,2/05/2023,23/05/2023,Closed Complete,SubTask_0225364,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,High Risk
SR_Req_0953649,Finance Operations Team,2/05/2023,29/05/2023,Closed Complete,SubTask_0225367,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,Medium Risk
SR_Req_0947615,Finance Operations Team,20/04/2023,10/05/2023,Closed Complete,SubTask_0225412,Category Management Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0946750,Finance Operations Team,18/04/2023,25/05/2023,Closed Complete,SubTask_0225413,Category Management Team,Closed Complete,4/05/2023,Not Yet Requested,Medium Risk
SR_Req_0953794,Finance Operations Team,3/05/2023,1/06/2023,Closed Complete,SubTask_0225426,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,Medium Risk
SR_Req_0953899,Finance Operations Team,3/05/2023,29/05/2023,Closed Complete,SubTask_0225459,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,Medium Risk
SR_Req_0954042,Finance Operations Team,3/05/2023,29/05/2023,Closed Complete,SubTask_0225497,OH&S Team,Closed Complete,23/05/2023,Rejected,Medium Risk
SR_Req_0954296,Finance Operations Team,3/05/2023,12/05/2023,Closed Complete,SubTask_0225598,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0954299,Finance Operations Team,4/05/2023,29/05/2023,Closed Complete,SubTask_0225601,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0954648,Finance Operations Team,4/05/2023,2/06/2023,Closed Complete,SubTask_0225771,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0954718,Finance Operations Team,4/05/2023,18/05/2023,Closed Complete,SubTask_0225779,Procurement Operations Team,Closed Complete,16/05/2023,Not Yet Requested,Medium Risk
SR_Req_0948024,Procurement Operations Team,21/04/2023,5/06/2023,Closed Incomplete,SubTask_0225820,Category Management Team,Open,,Not Yet Requested,Low Risk
SR_Req_0955010,Finance Operations Team,5/05/2023,11/07/2023,Closed Complete,SubTask_0225832,Procurement Operations Team,Closed Complete,5/05/2023,Not Yet Requested,Medium Risk
SR_Req_0955040,Procurement Operations Team,5/05/2023,5/07/2023,Closed Incomplete,SubTask_0225851,Procurement Operations Team,Closed Complete,25/05/2023,Not Yet Requested,Medium Risk
SR_Req_0945684,Finance Operations Team,17/04/2023,25/05/2023,Closed Complete,SubTask_0225857,Category Management Team,Closed Complete,10/05/2023,Not Yet Requested,Low Risk
SR_Req_0955148,Procurement Operations Team,5/05/2023,12/05/2023,Closed Complete,SubTask_0225879,Procurement Operations Team,Closed Complete,12/05/2023,Not Yet Requested,Medium Risk
SR_Req_0955542,Finance Operations Team,8/05/2023,18/05/2023,Closed Complete,SubTask_0226000,Procurement Operations Team,Closed Complete,17/05/2023,Not Yet Requested,Medium Risk
SR_Req_0948079,Finance Operations Team,21/04/2023,27/07/2023,Closed Complete,SubTask_0226018,Category Management Team,Closed Complete,18/07/2023,Not Yet Requested,Medium Risk
SR_Req_0955613,Finance Operations Team,8/05/2023,23/05/2023,Closed Complete,SubTask_0226034,Procurement Operations Team,Closed Complete,8/05/2023,Not Yet Requested,Medium Risk
SR_Req_0947112,Finance Operations Team,19/04/2023,12/05/2023,Closed Complete,SubTask_0226126,Procurement Operations Team,Closed Complete,10/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956055,Finance Operations Team,8/05/2023,23/06/2023,Closed Complete,SubTask_0226129,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0928117,Finance Operations Team,7/03/2023,12/05/2023,Closed Complete,SubTask_0226204,Category Management Team,Closed Complete,9/05/2023,Not Yet Requested,Low Risk
SR_Req_0956213,Finance Operations Team,9/05/2023,29/05/2023,Closed Complete,SubTask_0226207,Procurement Operations Team,Closed Complete,24/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956769,Finance Operations Team,9/05/2023,7/06/2023,Closed Complete,SubTask_0226334,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956775,Procurement Operations Team,10/05/2023,9/06/2023,Closed Complete,SubTask_0226335,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956779,Finance Operations Team,10/05/2023,23/05/2023,Closed Complete,SubTask_0226339,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956933,Finance Operations Team,10/05/2023,12/05/2023,Closed Complete,SubTask_0226380,Procurement Operations Team,Closed Complete,10/05/2023,Not Yet Requested,Medium Risk
SR_Req_0956976,Procurement Operations Team,10/05/2023,29/05/2023,Closed Incomplete,SubTask_0226393,Procurement Operations Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957074,Finance Operations Team,10/05/2023,9/06/2023,Closed Complete,SubTask_0226414,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0947334,Finance Operations Team,20/04/2023,24/05/2023,Closed Complete,SubTask_0226424,Category Management Team,Closed Complete,11/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957196,Finance Operations Team,10/05/2023,17/05/2023,Closed Complete,SubTask_0226460,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957361,Procurement Operations Team,11/05/2023,25/05/2023,Closed Incomplete,SubTask_0226515,Procurement Operations Team,Closed Complete,25/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957414,Finance Operations Team,11/05/2023,5/06/2023,Closed Complete,SubTask_0226546,OH&S Team,Closed Complete,5/06/2023,Approved,High Risk
SR_Req_0957414,Finance Operations Team,11/05/2023,5/06/2023,Closed Complete,SubTask_0226547,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,High Risk
SR_Req_0957583,Finance Operations Team,11/05/2023,2/06/2023,Closed Complete,SubTask_0226609,Procurement Operations Team,Closed Complete,25/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957702,Finance Operations Team,11/05/2023,29/05/2023,Closed Complete,SubTask_0226642,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957871,Finance Operations Team,11/05/2023,31/05/2023,Closed Complete,SubTask_0226693,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957887,Finance Operations Team,11/05/2023,25/05/2023,Closed Complete,SubTask_0226695,OH&S Team,Closed Complete,24/05/2023,Rejected,High Risk
SR_Req_0957887,Finance Operations Team,11/05/2023,25/05/2023,Closed Complete,SubTask_0226696,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,High Risk
SR_Req_0957975,Finance Operations Team,11/05/2023,6/06/2023,Closed Complete,SubTask_0226705,OH&S Team,Closed Complete,5/06/2023,Rejected,High Risk
SR_Req_0957975,Finance Operations Team,11/05/2023,6/06/2023,Closed Complete,SubTask_0226706,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,High Risk
SR_Req_0957982,Procurement Operations Team,12/05/2023,15/05/2023,Closed Complete,SubTask_0226707,Procurement Operations Team,Closed Complete,15/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958199,Finance Operations Team,12/05/2023,19/05/2023,Closed Complete,SubTask_0226858,Procurement Operations Team,Closed Complete,16/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958260,Procurement Operations Team,12/05/2023,29/05/2023,Closed Incomplete,SubTask_0226868,Procurement Operations Team,Closed Complete,16/06/2023,Not Yet Requested,Medium Risk
SR_Req_0958459,Procurement Operations Team,12/05/2023,19/05/2023,Closed Complete,SubTask_0226954,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958494,Finance Operations Team,13/05/2023,16/06/2023,Closed Complete,SubTask_0226958,Procurement Operations Team,Closed Complete,31/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958499,Finance Operations Team,13/05/2023,5/06/2023,Closed Complete,SubTask_0226959,OH&S Team,Closed Complete,5/06/2023,Rejected,High Risk
SR_Req_0958499,Finance Operations Team,13/05/2023,5/06/2023,Closed Complete,SubTask_0226960,Procurement Operations Team,Closed Complete,22/05/2023,Not Yet Requested,High Risk
SR_Req_0958510,Finance Operations Team,14/05/2023,1/06/2023,Closed Complete,SubTask_0226962,Procurement Operations Team,Closed Complete,22/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958608,Finance Operations Team,15/05/2023,2/06/2023,Closed Complete,SubTask_0226994,Procurement Operations Team,Closed Complete,22/05/2023,Not Yet Requested,Medium Risk
SR_Req_0951273,Finance Operations Team,27/04/2023,15/06/2023,Closed Incomplete,SubTask_0227085,Category Management Team,Closed Complete,1/06/2023,Not Yet Requested,Medium Risk
SR_Req_0958896,Finance Operations Team,15/05/2023,23/05/2023,Closed Complete,SubTask_0227110,Procurement Operations Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0957414,Finance Operations Team,11/05/2023,5/06/2023,Closed Complete,SubTask_0227106,Category Management Team,Closed Complete,17/05/2023,Not Yet Requested,High Risk
SR_Req_0958976,Procurement Operations Team,15/05/2023,18/05/2023,Closed Complete,SubTask_0227160,Procurement Operations Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0959327,Finance Operations Team,16/05/2023,5/06/2023,Closed Complete,SubTask_0227303,OH&S Team,Closed Complete,5/06/2023,Rejected,Medium Risk
SR_Req_0959466,Finance Operations Team,16/05/2023,29/05/2023,Closed Complete,SubTask_0227333,Procurement Operations Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0959817,Finance Operations Team,16/05/2023,15/06/2023,Closed Complete,SubTask_0227374,Procurement Operations Team,Closed Complete,5/06/2023,Not Yet Requested,Medium Risk
SR_Req_0959960,Finance Operations Team,17/05/2023,31/05/2023,Closed Complete,SubTask_0227484,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0960048,Finance Operations Team,17/05/2023,7/06/2023,Closed Complete,SubTask_0227530,Procurement Operations Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0960399,Finance Operations Team,18/05/2023,24/05/2023,Closed Complete,SubTask_0227666,Procurement Operations Team,Closed Complete,22/05/2023,Not Yet Requested,Medium Risk
SR_Req_0960407,Finance Operations Team,18/05/2023,24/05/2023,Closed Complete,SubTask_0227673,Procurement Operations Team,Closed Complete,19/05/2023,Not Yet Requested,Medium Risk
SR_Req_0960467,Finance Operations Team,18/05/2023,5/06/2023,Closed Complete,SubTask_0227688,OH&S Team,Closed Complete,5/06/2023,Rejected,Medium Risk
SR_Req_0960470,Finance Operations Team,18/05/2023,8/06/2023,Closed Complete,SubTask_0227689,Procurement Operations Team,Closed Complete,29/05/2023,Not Yet Requested,Medium Risk
SR_Req_0958976,Procurement Operations Team,15/05/2023,18/05/2023,Closed Complete,SubTask_0227697,Category Management Team,Closed Complete,18/05/2023,Not Yet Requested,Medium Risk
SR_Req_0960985,Procurement Operations Team,18/05/2023,26/05/2023,Closed Complete,SubTask_0227843,Procurement Operations Team,Closed Complete,26/05/2023,Not Yet Requested,Medium Risk
